741.3	644.5	1018.5	855.1
370.0	421.4	700.8	567.7
370.0	421.4	no_data	no_data
57.0	56.3	96.9	60.4
35.7	31.5	60.8	35.1
24.4	24.8	45.1	24.0
253.8	225.5	299.4	266.7
118.6	133.6	183.9	156.8
118.6	133.6	no_data	no_data
8.0	6.8	11.8	7.2
7.2	6.2	10.6	6.4
71.1	68.8	89.9	81.2
30.8	38.1	49.2	44.9
30.8	38.1	no_data	no_data
4.6	4.8	6.5	6.6
