1606	1598.1	1608.9	1605.4
1505	1561.3	1568.0	1605.1
1323	1305.3	1339.0	1363.0
119	89.7	0.0	159.6
96	71.5	0.0	133.5
82	61.7	0.0	109.0
67	48.7	0.0	88.2
51	35.8	0.0	64.5
35	23.4	0.0	43.3
6221	6991.4	7233.3	6860.0
4069	6568.2	5808.8	2708.5
757	733.6	814.5	850.9
7.9	6.6	0.0	13.7
5.2	5.2	0.0	11.1

