951.519	26.6694	2224.46	35.6783	929.536	236.558	
508.413	14.7661	1693.91	34.431	594.583	242.54	
903.57	29.3761	1849.67	30.7587	946.096	40.2062	
167.516	5.40499	1128.07	30.9929	380.267	228.061	
142.913	5.45825	828.456	26.1829	316.741	188.456	
773.985	23.9686	1816.74	32.2917	684.295	204.317	
438.189	13.3344	1518.07	32.8615	515.106	427.592	
354.487	16.1165	838.276	21.9952	382.367	101.422	
400.173	10.7393	1788.66	37.2624	473.41	345.801	
334.237	16.5867	740.293	20.1509	336.77	69.2865	
453.72	18.7106	1041.75	24.2493	259.081	179.814	
271.582	9.07059	1168.04	29.9409	498.523	397.935	
283.879	14.7967	651.956	19.1853	193.43	174.647	
429.76	11.0741	1935.8	38.8078	611.43	546.759	
733.792	23.6391	1697.37	31.0415	478.206	268.269	
590.866	18.6372	1595.98	31.7035	476.649	455.236	
731.442	24.4866	1623.72	29.8711	418.755	404.715	
590.369	22.2975	1291.39	26.4769	701.025	146.633	
533.278	16.2794	1606.35	32.7577	552.737	460.306	
582.202	21.0942	1343.97	27.6001	294.916	247.672	
696.205	25.7483	1427.31	27.0389	350.246	241.931	
755.083	25.087	1661.01	30.0986	699.547	206.378	
885.976	29.3849	1795.04	30.1507	543.883	365.184	
429.861	17.2454	1051.17	24.9261	441.027	95.6588	
627.444	14.0257	2628.68	44.7352	748.305	598.387	
153.668	4.05109	1592.54	37.9324	378.868	263.211	
222.326	5.98792	1600.89	37.1291	433.25	429.624	
222.667	6.9303	1254.97	32.1294	431.314	414.482	
509.557	13.6841	1896.17	37.2372	943.77	286.544	
269.501	6.26819	2118.07	42.995	885.006	769.651	
116.212	4.24723	864.888	27.3619	417.06	331.615	
495.816	17.1697	1329.72	28.8773	490.892	195.681	
515.741	12.7458	2153.03	40.4634	537.608	465.527	
221.81	10.9841	629.593	20.1936	168.68	161.963	
285.685	12.4659	810.883	22.9172	247.541	147.619	
538.511	21.1056	1189.53	25.5151	320.76	169.196	
657.842	24.9646	1352.22	26.351	284.526	205.963	
383.823	15.2439	1017.79	25.1788	255.761	208.952	
627.017	15.067	2358.84	41.6152	617.887	495.978	
425.474	15.2309	1205.84	27.935	367.525	185.895	
333.435	11.2079	1218.49	29.7499	487.045	283.74	
463.816	11.4388	2107.92	40.5476	1012.72	346.178	
602.062	16.7876	1888.25	35.8635	413.681	341.073	
1156.18	27.1184	2973.87	42.6344	749.205	746.021	
63.1218	3.67117	358.754	17.1939	166.286	129.346	
679.75	18.6479	2008.48	36.4518	497.792	494.901	
129.835	4.2746	1052.4	30.3737	508.163	414.401	
633.937	25.4702	1253.42	24.8894	363.903	255.578	
233.598	4.90651	2500.3	47.6098	1102.96	999.164	
292.088	13.0894	790.043	22.3149	412.254	85.7016	
239.286	9.47056	877.674	25.2663	245.419	192.685	
330.156	12.5605	1021.07	26.2853	362.723	263.609	
205.856	7.79029	904.118	26.4247	346.002	269.28	
563.1	21.5916	1243.24	26.0795	350.055	330.087	
458.478	11.7289	1986.48	39.0896	683.499	663.793	
1595.23	38.6754	3296.53	41.2468	756.409	573.335	
306.815	11.1574	1063	27.4988	439.773	211.22	
631.114	18.0472	1854.03	34.9702	591.338	545.267	
673.88	25.0823	1395.7	26.8668	382.616	339.207	
582.887	18.9654	1527.48	30.7343	490.466	454.13	
35.771	1.10443	1084.8	32.3887	431.342	351.318	
442.203	18.2092	1031.95	24.2846	383.853	205.89	
343.289	11.5053	1233.56	29.8374	497.758	392.511	
622.735	18.8029	1719.61	33.1192	453.223	376.99	
568.334	18.3207	1530.67	31.0215	514.916	447.415	
101.366	8.18529	254.727	12.3839	101.776	51.5846	
452.963	12.8016	1704.94	35.3833	840.259	411.721	
861.951	24.2188	2128.61	35.5902	919.193	239.509	
781.186	23.0053	1934.25	33.9568	481.347	430.546	
861.077	21.32	2492.29	40.3883	670.34	576.816	
334.865	13.7332	929.424	24.3836	360.341	234.217	
150.239	5.06816	1028.99	29.6438	440.911	356.707	
663.794	16.8263	2220.07	39.4497	671.983	282.296	
500.214	23.2397	963.503	21.5242	398.247	179.006	
661.296	23.6603	1442.48	27.9497	516.731	214.364	
438.42	19.6361	936.925	22.3272	321.482	177.022	
937.506	26.0935	2228.38	35.9288	1079.77	211.107	
1017.22	27.5607	2379.44	36.9083	819.733	254.994	
441.939	12.2831	1736.46	35.9794	707.227	504.836	
531.269	12.3725	2375.08	42.9396	726.84	671.445	
521.713	16.9757	1466.23	30.733	362.48	296.974	
637.198	22.3786	1447.94	28.4735	435.08	375.659	
339.894	10.1375	1464.04	33.5283	469.431	371.442	
418.691	16.0907	1095.76	26.0206	364.399	312.674	
341.298	7.98932	2166.23	42.7193	720.183	562.36	
214.808	7.66789	999.59	28.014	392.332	163.852	
