1017.65	27.4562	2391.43	37.0645	1029.18	248.76
501.814	13.9277	1799.97	36.03	504.571	277.807
831.03	26.7005	1799.74	31.1241	887.341	81.367
175.492	5.10311	1358.12	34.3893	630.948	208.758
165.894	6.17684	887.215	26.8574	354.531	192.655
870.848	25.6376	2024.65	33.9676	798.816	210.752
494.862	14.9581	1589.36	33.0832	523.792	421.692
335.672	15.6364	796.519	21.4674	357.563	103.285
453.993	12.0239	1879.61	37.7574	480.802	288.571
330.627	16.1604	749.203	20.4591	351.133	67.4427
512.324	19.2084	1223.72	26.6719	360.661	160.328
282.619	8.57584	1368.67	32.9553	596.461	489.59
523.968	20.4749	1178.86	25.5908	455.674	199.213
439.947	11.5177	1899	38.1976	563.692	547.62
829.896	25.6165	1879.46	32.397	584.29	278.886
681.052	19.7959	1864.66	34.4037	633.121	479.505
762.531	25.0635	1688.15	30.424	464.401	387.521
548.876	21.62	1193.4	25.3875	644.524	151.022
562.024	16.6368	1703.25	33.782	648.56	492.661
626.253	22.2139	1421.04	28.192	322.309	310.55
692.77	25.1832	1449.52	27.5092	373.796	249.14
772.553	25.3319	1702.64	30.4973	672.302	257.783
869.841	29.2271	1755.59	29.7615	538.796	346.95
402.387	16.4273	1002.39	24.4951	423.093	93.0801
593.315	13.607	2494.58	43.6035	773.676	585.274
164.704	4.26631	1655.1	38.6057	398.662	258.281
232.928	6.35025	1578.36	36.6801	429.074	396.137
216.728	6.23917	1423.36	34.7367	512.903	505.54
523.025	13.4983	2024.39	38.7474	1074.55	336.571
380.01	8.57975	2341.74	44.2914	1023.84	725.969
172.581	5.88538	1032.46	29.3237	444.861	415.021
505.715	18.3723	1263.39	27.5259	431.528	197.969
571.224	14.1463	2201.75	40.3797	528.17	512.999
206.684	10.7431	576.81	19.2387	155.065	145.628
386.815	14.9723	1054.28	25.8353	291.007	229.28
565.14	20.846	1300.1	27.1102	316.321	166.704
665.385	24.9667	1375.66	26.6509	295.243	220.534
380.314	14.9837	1024.55	25.3819	240.302	201.811
610.195	14.2228	2450.83	42.9026	681.131	499.03
496.675	16.4241	1411.17	30.2407	350.298	257.89
335.099	10.9404	1273.26	30.6293	496.896	319.163
332.524	7.86883	2118.3	42.2584	985.183	482.035
570.875	15.1037	1999.49	37.797	436.717	386.087
1190.91	27.3017	3093.66	43.6205	911.88	678.489
34.1294	1.7628	408.976	19.361	219.106	155.741
485.62	12.2165	2065.79	39.7513	526.708	512.608
83.1849	2.41935	1265.38	34.3831	591.704	590.495
636.24	24.8491	1291.81	25.6041	399.579	255.99
289.98	5.78894	2799.18	50.092	1251.79	1094.99
384.957	15.3405	1014.67	25.0941	545.37	84.346
233.075	9.3641	852.6	24.8903	251.364	246.926
361.595	13.4858	1080.53	26.813	367.982	350.955
214.539	8.0335	927.722	26.7055	326.091	307.469
571.369	21.9585	1248.43	26.0204	349.64	327.422
465.787	11.3456	2151.24	41.0542	797.738	726.683
1576.27	39.5685	3163.23	39.8366	761.506	561.929
366.233	12.8146	1183.01	28.5794	505.682	221.135
635	18.5632	1805.15	34.2075	582.373	513.728
735.412	26.7079	1493.61	27.5353	426.126	332.068
613.711	20.0093	1554.44	30.6713	493.696	447.035
126.477	3.56703	1383.69	35.4572	691.425	370.641
573.537	21.5088	1284.57	26.6653	482.402	228.634
364.79	12.217	1256.36	29.8591	508.39	383.179
658.165	19.4381	1804.63	33.8594	528.836	351.803
572.177	18.0326	1578.98	31.7301	538.911	467.889
82.4289	6.81771	228.607	12.0904	93.6874	52.4908
669.55	17.768	2089.54	37.6828	1060.48	359.514
901.948	24.9712	2206.57	36.1195	964.498	223.358
720.637	19.434	2095.65	37.0812	539.345	454.116
840.496	20.9136	2455.65	40.189	612.288	538.132
375.634	13.8393	1112.35	27.1426	375.306	361.414
177.661	5.84769	1100.69	30.3813	484.271	363.436
642.951	16.5751	2147.64	38.7903	670.488	296.699
504.726	23.1116	981.65	21.8386	424.099	167.998
652.372	23.3588	1432.36	27.9283	520.926	205.641
438.47	19.6266	937.572	22.3406	328.547	170.555
1026.59	27.8391	2386.4	36.8756	1152.91	206.903
1013.44	27.4985	2371.69	36.8545	830.923	228.7
507.304	13.1917	1986.2	38.4564	880.122	499.794
529.892	12.0152	2474.85	44.1017	731.718	680.384
568.81	17.0847	1677.27	33.2935	417.921	302.343
589.007	20.707	1398.12	28.4449	432.826	376.284
349.482	10.2883	1503.37	33.969	494.514	378.843
417.279	16.5501	1052.98	25.2131	335.05	300.649
376.376	8.92258	2155.74	42.1825	723.528	562.036
451.252	13.3602	1592.06	33.7758	417.168	387.381
517.633	16.4882	1503.23	31.3942	551.465	162.272
345.783	13.3917	1012.49	25.8207	176.827	170.452
265.618	10.795	871.053	24.6056	243.843	218.484
1056.04	31.438	2184.4	33.5911	820.093	308.267
207.246	8.63338	783.499	24.0053	310.702	265.55
296.668	16.1302	634.936	18.3921	338.268	71.6078
757.937	26.2391	1592.33	28.8858	649.039	185.35
93.5885	3.17387	963.081	29.4872	472.102	229.613
636.179	22.8455	1411.64	27.8471	320.249	266.731
651.717	18.9352	1836.34	34.4184	619.086	565.537
175.653	5.20678	1313.74	33.7355	437.152	351.3
495.494	20.5072	1079.3	24.162	350.424	233.377
752.91	23.621	1768.9	31.8746	669.791	181.929
909.438	28.1032	1956.65	32.3607	234.21	180.174
385.368	13.294	1225.68	28.9881	435.803	326.752
109.497	4.08539	827.851	26.8021	291.705	258.902
471.476	15.9108	1349.56	29.6324	485.64	239.459
187.876	5.95041	1184.77	31.5736	479.521	269.158
