# 400k evts     
521.6	473.2	576.6	439.2
258.6	298.6	374.1	278.0
212.0	239.1	307.3	223.9
35.3	38.3	45.9	36.1
22.8	19.4	25.9	18.6
16.4	12.1	15.5	12.7
168.7	151.0	184.1	144.1
78.2	87.7	111.4	84.2
65.5	73.0	92.1	69.8
5.2	4.7	5.6	4.3
4.5	4.1	4.8	3.7
46.3	40.3	48.1	38.8
20.7	22.4	28.0	21.8
18.0	19.4	24.3	18.9
2.8	2.6	3.8	2.6
