521.6	464.2	597.1	456.5
258.6	308.7	414.6	294.2
212.0	245.6	344.8	238.8
35.3	42.8	63.1	38.2
22.8	20.3	31.5	19.7
16.4	11.3	22.5	13.0
168.7	424.3	195.1	144.9
78.2	32.9	116.2	86.2
65.5	17.4	91.9	70.9
5.2	9.9	7.5	3.9
4.5	6.2	6.8	3.5
46.3	40.4	47.1	40.5
20.7	23.6	28.7	23.2
18.0	21.0	24.5	20.0
2.8	3.4	4.3	2.8
