# 800k evts 
741.3	644.5	1018.5	872.4
370.0	421.4	700.8	558.7
370.0	421.4	no_data	no_data
57.0	56.3	96.9	72.6
35.7	31.5	60.8	39.8
24.4	24.8	45.1	27.3
253.8	225.5	299.4	269.9
118.6	133.6	183.9	159.7
118.6	133.6	no_data	no_data
8.0	6.8	11.8	9.3
7.2	6.2	10.6	8.7
71.1	68.8	89.9	81.4
30.8	38.1	49.2	45.4
30.8	38.1	no_data	no_data
4.6	4.8	6.5	6.7
