# 400k evts      
1632.0	1568.7	1584.5	1579.1
1061.0	1129.6	1150.1	1185.1
859.0	871.6	916.7	937.3
39.0	29.9	0.0	48.9
32.0	24.4	0.0	40.2
26.8	20.1	0.0	34.3
20.2	14.8	0.0	27.2
13.2	9.5	0.0	18.7
7.7	5.0	0.0	11.0
1329.0	1104.1	1152.2	1113.9
669.0	848.5	851.0	944.0
93.0	93.6	105.6	108.7
6.2	3.9	0.0	5.8
3.0	2.3	0.0	3.7
