1016.19	27.708	2361.24	36.675	1004.58	235.357	
501.18	14.0531	1773.05	35.6633	494.506	254.563	
833.21	26.4433	1826.05	31.5093	904.464	88.3751	
175.643	5.18454	1323.38	33.8782	608.876	215.707	
162.06	6.04863	879.913	26.7928	360.709	184.547	
869.765	25.8909	1998.29	33.5935	770.287	209.437	
494.934	14.7521	1620.54	33.5501	516.599	464.091	
333.972	15.3633	806.522	21.7382	370.522	102.028	
454.919	12.0181	1887.75	37.8528	474.011	298.892	
331.061	16.4057	738.277	20.1796	336.669	70.5466	
514.431	18.997	1247.73	27.0795	348.173	172.912	
284.463	8.68798	1356.51	32.7421	543.908	528.141	
523.717	20.7147	1162.92	25.2825	437.491	201.711	
442.783	11.407	1949.53	38.8168	591.844	541.126	
830.182	25.6086	1881.11	32.4181	571.569	272.73	
603.904	17.8968	1742.55	33.7438	589.875	470.465	
764.453	25.2644	1680	30.2581	444.309	398.772	
550.274	21.3348	1215.52	25.7923	665.242	164.283	
563.687	16.7302	1698.89	33.6928	599.641	479.999	
626.311	22.6927	1388.06	27.5997	315.17	291.297	
690.089	25.3379	1431.86	27.2354	361.636	237.741	
773.617	24.9932	1731.71	30.9531	686.166	271.926	
868.043	29.5954	1728.31	29.3303	501.441	358.824	
411.051	16.8461	1006.43	24.4004	421.308	92.4907	
594.692	13.4437	2551.5	44.2358	787.37	578.344	
165.213	4.36875	1595.34	37.817	375.353	257.259	
232.943	6.24129	1625.94	37.3229	465.16	413.581	
220.591	6.15856	1503.56	35.8186	526.532	501.252	
521.616	13.8048	1949.32	37.785	989.69	336.015	
378.479	8.59339	2318.27	44.0431	990.954	737.164	
170.057	5.74646	1045.82	29.5933	463.491	412.273	
507.638	17.7707	1323.65	28.566	488.481	194.264	
570.411	14.079	2211.88	40.515	547.028	488.618	
206.893	10.7191	579.439	19.3014	160.692	142.296	
382.739	14.5659	1073.19	26.2765	298.693	247.982	
572.402	21.6899	1268.85	26.3903	316	173.212	
669.566	25.2991	1370.01	26.466	296.728	202.879	
383.814	15.1322	1027.15	25.364	234.774	203.631	
608.855	14.5609	2357.31	41.8145	646.118	476.715	
492.692	17.049	1327.82	28.8986	350.704	244.377	
339.204	11.1823	1259.35	30.3339	505.86	295.048	
334.414	7.79577	2174.55	42.8968	1037.6	490.943	
573.037	15.1791	1998.22	37.7516	422.177	392.679	
1187.22	27.4812	3053.54	43.201	813.286	730.486	
31.8362	1.70625	379.977	18.6585	186.89	161.251	
484.998	12.2504	2052.39	39.5903	532.56	525.258	
84.3245	2.47407	1245.99	34.0833	591.101	570.569	
637.935	24.5975	1310.56	25.935	399.789	272.834	
288.235	5.67252	2870.15	50.8125	1279.16	1141.96	
387.008	16.0265	970.136	24.148	504.052	79.0761	
232.939	9.28334	862.557	25.0922	256.652	239.528	
360.148	13.5135	1070.42	26.6509	359.239	351.033	
214.289	8.0481	923.232	26.626	319.825	313.213	
574.331	22.0757	1251.18	26.0164	345.117	331.736	
467.725	11.5005	2121.76	40.6698	815.963	669.005	
1576.26	39.0801	3203.11	40.3342	741.421	599.202	
364.566	12.7997	1175.8	28.4823	496.308	214.861	
630.149	18.1396	1836.93	34.7388	586.339	534.565	
727.471	26.1918	1498.91	27.7747	430.915	340.522	
611.295	19.8225	1562.3	30.8384	493.85	457.157	
126.478	3.61204	1352.58	35.0158	680.276	362.507	
570.026	20.9669	1309.16	27.187	528.798	210.336	
366.246	12.3386	1247.32	29.6829	508.695	372.381	
628.279	18.6799	1759.52	33.634	512.813	363.314	
574.107	18.5702	1529.87	30.9155	511.438	444.329	
80.5056	6.69709	225.01	12.021	87.6705	56.8335	
670.334	17.9477	2065.3	37.3492	1015.49	379.474	
900.817	24.5223	2250.25	36.7346	1007.62	230.065	
722.813	19.7833	2057.72	36.5364	514.016	418.985	
840.091	20.7067	2486.1	40.571	658.882	541.947	
375.977	14.2269	1074.37	26.4272	354.013	344.385	
183.478	5.92344	1142.92	30.9749	495.374	385.366	
642.348	16.3384	2188.04	39.3153	677.596	310.569	
504.092	23.0302	983.189	21.8883	417.032	168.106	
655.609	24.4013	1377.49	26.8678	512.937	208.945	
422.08	18.0662	967.909	23.363	323.548	168.135	
1043.27	28.1846	2413.41	37.0154	1161.13	209.017	
1014.1	27.8911	2336.1	36.3593	800.417	232.517	
507.903	13.3828	1948.26	37.952	843.871	509.65	
533.073	12.449	2366.67	42.8205	744.304	624.29	
570.236	17.2931	1657.57	32.9747	427.381	282.144	
581.572	20.9138	1354.86	27.808	419.357	353.927	
350.803	10.3958	1489.5	33.7446	481.631	380.575	
417.053	16.3858	1064.86	25.4521	356.238	291.572	
377.297	8.86805	2187.43	42.5457	734.064	563.37	
451.367	13.3416	1595.95	33.8317	408.22	402.242	
517.075	16.8801	1455.41	30.6322	524.702	154.669	
344.519	13.14	1031.96	26.2191	185.381	172.268	
266.929	10.7542	883.008	24.8209	261.444	209.851	
1051.6	32.3015	2111.47	32.5557	769.618	290.254	
211.009	8.77633	789.075	24.043	310.279	267.786	
287.429	15.8163	617.683	18.1729	330.254	82.2257	
758.246	27.1798	1536.51	27.8974	598.664	179.6	
87.1372	2.97773	943.458	29.263	465.125	215.149	
635.913	22.8292	1411.83	27.8553	319.493	264.66	
651.358	18.5909	1878.9	35.0363	666.124	561.422	
175.475	5.29166	1275.1	33.1606	438.191	343.991	
499.819	20.6505	1085.64	24.2038	358.842	226.981	
754.298	23.9578	1745.57	31.4844	664.835	182.945	
909.366	27.965	1966.79	32.518	226.877	178.609	
384.381	13.3865	1208.88	28.7141	419.672	319.713	
109.407	4.08284	827.468	26.7967	289.16	239.907	
465.791	16.2432	1288.11	28.6761	424.956	235.856	
191.698	6.14004	1166.45	31.221	465.036	267.25	
496.247	17.826	1271.22	27.8384	509.582	265.392	
667.807	24.7449	1396.14	26.9876	389.087	339.243	
520.747	13.31	2051.47	39.1245	891.545	639.18	
752.864	27.4886	1502.98	27.3882	500.348	249.765	
642.64	23.0372	1420.81	27.8958	296.936	245.652	
565.566	16.666	1717.18	33.9354	422.952	360.095	
554.385	17.9855	1504.5	30.8239	306.358	225.576	
982.517	28.4485	2175.3	34.5367	1030.51	162.271	
326.842	13.9766	873.698	23.385	296.919	249.938	
506.776	17.0032	1395.1	29.8047	482.31	406.01	
762.212	18.41	2476.34	41.4021	631.14	433.089	
473.905	17.1421	1238.19	27.6457	373.462	315.078	
356.798	11.9694	1245.38	29.809	530.263	200.847	
56.2221	1.87016	959.99	30.0627	444.676	247.286	
963.664	23.0572	2710.44	41.7945	1092.53	468.348	
218.9	4.4804	2605.93	48.8572	1215.52	1171.51	
402.478	17.8445	911.196	22.5548	232.562	194.173	
707.015	24.7633	1522.17	28.5509	418.233	261.241	
723.995	24.8516	1572.71	29.1328	365.611	248.098	
355.343	9.47535	1761.73	37.5019	736.729	669.661	
535.901	12.3937	2405.58	43.2398	615.496	454.768	
557.592	20.1619	1322.43	27.6558	569.909	74.0859	
343.274	10.6706	1378.18	32.17	587.633	342.729	
891.761	27.3496	1954.91	32.606	701.976	361.173	
265.339	8.49869	1240.1	31.2211	581.262	393.496	
750.208	26.3186	1562.74	28.5049	396.029	184.542	
958.305	21.5279	2939.86	44.5146	1385.44	420.665	
69.6564	2.9213	638.207	23.8443	267.069	151.513	
447.519	16.8863	1149.87	26.502	458.624	161.436	
702.033	16.8319	2441.62	41.7084	735.372	632.406	
384.943	17.4324	872.563	22.0821	238.924	144.232	
312.336	8.45799	1676.01	36.9279	422.61	379.235	
657.864	22.077	1545.82	29.7986	499.919	388.036	
504.575	13.6817	1864.67	36.8795	562.964	322.853	
366.915	12.8996	1175.97	28.4439	467.744	278.116	
336.698	10.8318	1302.93	31.0842	325.862	217.105	
500.47	17.9178	1280.64	27.9315	232.785	218.929	
320.177	11.2237	1133.95	28.5267	361.841	304.901	
359.301	12.7679	1151.21	28.1409	314.5	239.503	
490.305	11.9331	2178.52	41.0879	616.454	391.32	
