# 400k evts     
741.3	671.8	943.6	822.0
370.0	425.0	629.5	526.4
370.0	425.0	no_data	no_data
57.0	63.4	85.9	58.9
35.7	34.9	53.8	31.6
24.4	23.4	36.1	19.3
253.8	217.2	293.6	261.4
118.6	128.6	181.0	156.7
118.6	128.6	no_data	no_data
8.0	7.8	11.0	7.3
7.2	6.9	9.8	6.5
71.1	63.8	85.5	77.9
30.8	34.8	49.2	43.8
30.8	34.8	no_data	no_data
4.6	4.8	8.1	5.9
